            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2443410.500000000, A.D. 1977-Sep-24 00:00:00.0000, -4.219123028654961E+09, -1.076267741018561E+09,  1.335507765622776E+09,  2.049490964754516E+00, -5.627792985290415E+00,  1.067488774690384E-02,
2443411.500000000, A.D. 1977-Sep-25 00:00:00.0000, -4.218945605957526E+09, -1.076753245453115E+09,  1.335509288588977E+09,  2.059805350419962E+00, -5.610120406403198E+00,  2.157495999007208E-02,
2443412.500000000, A.D. 1977-Sep-26 00:00:00.0000, -4.218766884123024E+09, -1.077237311717844E+09,  1.335510900141279E+09,  2.077180783782379E+00, -5.597215337994474E+00,  1.253007498038050E-02,
2443413.500000000, A.D. 1977-Sep-27 00:00:00.0000, -4.218586906991407E+09, -1.077720926094348E+09,  1.335511096226749E+09,  2.086564536564474E+00, -5.600498857873777E+00, -8.528811147151760E-03,
2443414.500000000, A.D. 1977-Sep-28 00:00:00.0000, -4.218406799029045E+09, -1.078205469395740E+09,  1.335509623802860E+09,  2.080046872179182E+00, -5.616936492621988E+00, -2.295466620065234E-02,
2443415.500000000, A.D. 1977-Sep-29 00:00:00.0000, -4.218227761373612E+09, -1.078691484957700E+09,  1.335507705458098E+09,  2.063902788179040E+00, -5.631769590458335E+00, -1.803306944232697E-02,
2443416.500000000, A.D. 1977-Sep-30 00:00:00.0000, -4.218050001150048E+09, -1.079178194940760E+09,  1.335506948610198E+09,  2.052983351062444E+00, -5.631675462494583E+00,  1.703640848716770E-03,
2443417.500000000, A.D. 1977-Oct-01 00:00:00.0000, -4.217872546756485E+09, -1.079664193590670E+09,  1.335507912684908E+09,  2.057489567036429E+00, -5.616633655654298E+00,  1.851069929114058E-02,
2443418.500000000, A.D. 1977-Oct-02 00:00:00.0000, -4.217694113687551E+09, -1.080148700817159E+09,  1.335509609205788E+09,  2.073864585813738E+00, -5.599965530847660E+00,  1.723984366217879E-02,
2443419.500000000, A.D. 1977-Oct-03 00:00:00.0000, -4.217514251125090E+09, -1.080632259186684E+09,  1.335510383085504E+09,  2.087949557686052E+00, -5.596452614926164E+00, -1.120698978734236E-03,
2443420.500000000, A.D. 1977-Oct-04 00:00:00.0000, -4.217333744561075E+09, -1.081116249573005E+09,  1.335509390432194E+09,  2.087635631928598E+00, -5.609126236863347E+00, -2.032615284509198E-02,
2443421.500000000, A.D. 1977-Oct-05 00:00:00.0000, -4.217153914027155E+09, -1.081601658399755E+09,  1.335507350993355E+09,  2.073668036995299E+00, -5.626578477658006E+00, -2.339462280443971E-02,
2443422.500000000, A.D. 1977-Oct-06 00:00:00.0000, -4.216975436774551E+09, -1.082088198550676E+09,  1.335505905113949E+09,  2.058959676110804E+00, -5.633151016370447E+00, -7.738014469336640E-03,
2443423.500000000, A.D. 1977-Oct-07 00:00:00.0000, -4.216797743820004E+09, -1.082574565609909E+09,  1.335506151471746E+09,  2.057086280220340E+00, -5.622880245487515E+00,  1.254133769810784E-02,
2443424.500000000, A.D. 1977-Oct-08 00:00:00.0000, -4.216619526641586E+09, -1.083059600535776E+09,  1.335507666978893E+09,  2.070185060145329E+00, -5.604824570754653E+00,  1.920320789545515E-02,
2443425.500000000, A.D. 1977-Oct-09 00:00:00.0000, -4.216439904484639E+09, -1.083543324342080E+09,  1.335508883044495E+09,  2.087025201971008E+00, -5.595001961855412E+00,  6.151750575403625E-03,
2443426.500000000, A.D. 1977-Oct-10 00:00:00.0000, -4.216259211050037E+09, -1.084026919840239E+09,  1.335508485810477E+09,  2.093034846708498E+00, -5.602078297210327E+00, -1.510499937016752E-02,
2443427.500000000, A.D. 1977-Oct-11 00:00:00.0000, -4.216078696103174E+09, -1.084511675340348E+09,  1.335506588806998E+09,  2.083318045100250E+00, -5.619634168659569E+00, -2.574798180379911E-02,
2443428.500000000, A.D. 1977-Oct-12 00:00:00.0000, -4.215899410096534E+09, -1.084997835635345E+09,  1.335504630402550E+09,  2.067001628337072E+00, -5.631915128302932E+00, -1.643698628610624E-02,
2443429.500000000, A.D. 1977-Oct-13 00:00:00.0000, -4.215721268035746E+09, -1.085484384417123E+09,  1.335504091051089E+09,  2.059092197230902E+00, -5.627870655967542E+00,  4.383584038474719E-03,
2443430.500000000, A.D. 1977-Oct-14 00:00:00.0000, -4.215543124939408E+09, -1.085969949983052E+09,  1.335505173446988E+09,  2.067109741452244E+00, -5.611001809476905E+00,  1.799820808146801E-02,
2443431.500000000, A.D. 1977-Oct-15 00:00:00.0000, -4.215363796577610E+09, -1.086454028892616E+09,  1.335506620537612E+09,  2.084362986547065E+00, -5.596262151194007E+00,  1.210555622760356E-02,
